"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"jangan delete this is inspiring","4","0","2025-04-07T14:56:37.000Z","johnjjmaybank","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6782525396070417409","7490585256861385490","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/01727051a5a55cc7ee704749279da31e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=846cd323&x-expires=1756951200&x-signature=mUe1aEKdTsFg4QdH%2B%2FVOSC5i9kM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Kerennn you have have to survive you have to achieve your dream your goal","33","1","2025-01-23T06:11:08.000Z","gresiaeldina","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6652883660691423234","7462989469320004360","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9ea391dcb9b2060e76309d763828b2d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=14e57907&x-expires=1756951200&x-signature=TxSA5vhTwKZPLQxtoJsfgHsVQfQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"i’ve been overwhelmed for preparing my ielts, liat video ini lgsg bangun dr kasur. thank you kak, wish me luck for my undergraduate application!","291","2","2025-01-23T12:48:04.000Z","raskuiiiii","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6771291271091241986","7463091785365406471","https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/94faf3f07c1e1f561add9d65d468ac87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a847c54&x-expires=1756951200&x-signature=3hbtneOv2g4vrHi22m3E9poY4%2BY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Allahummabarik 💞💞 may i have this energy","5","0","2025-04-16T11:48:48.000Z","dxywqz","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805078034355766273","7493876601161286408","https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b7f378737a1bed3545a8391bf99b27f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7d4c6f4c&x-expires=1756951200&x-signature=88u%2BzsauOzP4UU76FLsoerG1KiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"but god why this is so hard","70","2","2025-01-23T09:54:32.000Z","akubambi","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6794235989553792001","7463047072506954504","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6fe912f0d59ca2f0b4efd7506302b348~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=263dbdc6&x-expires=1756951200&x-signature=zWDxvSV8xf0dmEa2V6%2BGkZFrIh8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"because it is all worth evwry struggles. hang in there 🤛🏼","34",,"2025-01-23T10:12:39.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463051761528980225","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"iyaa yaa, ak ga pernah bayangin bisa kuliah di ITS, in a such big university,the facility, the opportunity, meeting many people, such a blessing🥺","29","1","2025-01-24T12:01:38.000Z","amoebilz","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6767591074636448770","7463450870371812114","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/78c4e13f72c1ab4d1fbe42e874d34b87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a76fe080&x-expires=1756951200&x-signature=fztjifoI%2BvHGeMnzg1lLz7mq1f4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"you did so great! keep it up ✨","1",,"2025-01-24T12:49:21.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463463199691817749","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"manifesting🌝","3","0","2025-06-08T10:17:53.000Z","l4uni4","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7034890373085168642","7513520734635983624","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c5afa1adff29d7f287869e7df020a730~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5eddb10c&x-expires=1756951200&x-signature=onDQaHC%2FK%2F1vejZS4c9CNBuH3%2Bo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"claimed this energy 🔥","10","1","2025-01-22T17:25:05.000Z","bercanda_ajaaa","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6845879803960034306","7462792049446142728","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a5f168b91f574c38945cc43ff65a3aea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15690748&x-expires=1756951200&x-signature=%2Bn9XiYLNYAZz36GDeQ1iK3s91YE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😭🥺 selalu merinding melihat perempuan bependidikam, ngetik ini sambil nangus, betul mbak caption mbak. Semangat berjuang ya Mbak 😊","5","0","2025-01-24T22:13:37.000Z","eslfove","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7044740143617754114","7463608440343937800","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c1818c88aa691856067b6015e3419a38~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e42c8518&x-expires=1756951200&x-signature=EF7%2Bo%2FxrHnq%2Fmc7M7tZg2KzOves%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dan akulah orang yg menangis dikamarnya krna menginginkan ada di posisi kamu sekarang ka:)","13","1","2025-01-30T12:38:38.000Z","bukan_hazel","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","81939548042","7465686957751665416","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a04dc44e5c906b0188e9ed3fb6ad241d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=657ef634&x-expires=1756951200&x-signature=gouL85CK9qBdYfopZJE33Etx0m8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"thank you for making this video :(((((","5","1","2025-01-29T14:20:05.000Z","meantchube","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7006358966691693594","7465341906828149510","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/58a9c68b0379bbc8a82d76f017c6f4d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=edb206b8&x-expires=1756951200&x-signature=GXsRP3UaDdste8OprS7vA5vcdss%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥺","0",,"2025-01-29T14:30:37.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7465344715962974993","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Inspirations!🔥","2","0","2025-01-25T12:42:41.000Z","izzazhan","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","19354154","7463832561597694740","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/c669afd063fba5552fc7abe8d338c693~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a58cd15&x-expires=1756951200&x-signature=EDZA3L6LnuIoZkdKskefjwU679Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I admire you 😍🔥","6","1","2025-01-23T01:27:52.000Z","trewberryy","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6984252195709633562","7462916366309688069","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/adc9972e1a89f49367fed633899a9a7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8dcebe95&x-expires=1756951200&x-signature=Ub3kuaLsz0Qm%2BQhEHr%2FG1ccqgWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"i admire you moree!","0",,"2025-01-23T01:53:52.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7462923056161702677","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"beyond prouuudd, bismillah..","3","1","2025-01-23T14:03:04.000Z","proudlaater","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6836600647790380033","7463111129771557639","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9bc925a1f248f4dbc4375a01266c4f0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5799f80e&x-expires=1756951200&x-signature=LN0MfkSKqnxs0sYAuGBACFgiapo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥰","0",,"2025-01-23T14:09:18.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463112737372816148","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bismillah","2","0","2025-01-23T09:18:49.000Z","myheadband6","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7384710103578690565","7463037832116224776","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/597a1fdf64bfde9213f2c616f5f1afd7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d50b3e8&x-expires=1756951200&x-signature=KYQVYLjCrJDklfIdi2mZh%2BJ6ckQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kakkkk kamu keren bangett, semoga aku bisa nyusul yaa","2","1","2025-01-26T19:45:44.000Z","dstarkeyyzz","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6976623859466273794","7464312530137400082","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/aa2c8ec6ba47a7759bc70dbf8d1ef67c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=562aa199&x-expires=1756951200&x-signature=d7M0dT7Sf%2BBWw%2FjFP%2F8s3UZdOjQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"you can do it✨✨","1",,"2025-01-27T06:24:16.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7464477201468572436","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"masyaallah, semoga aku juga bisa kak!!","4","1","2025-01-23T15:09:21.000Z","userii","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6874388657890149378","7463128216820531976","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3a6dc3cf455bccb70dbc4c3dfa9b6ace~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e22a3e5a&x-expires=1756951200&x-signature=9exhvR9xP1ZkzXheV%2BiLmnpCptU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yess you can do this!","0",,"2025-01-23T15:41:05.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463136395227218708","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kak🥹🩷","0","1","2025-01-23T02:43:44.000Z","emiainparis","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7041428622637532161","7462936027788247815","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/314e38d8385be17b6e5f1d46b9485ba7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4993fc57&x-expires=1756951200&x-signature=mefTHAVFGVy9Qv2uT%2B4fHOpye9U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥹🥹🥹","0",,"2025-01-23T03:59:57.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7462955657625813768","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Aku sedang di fase desperate tapi habis lihat vt ini jadi semangat lagi meraih scholarship tahun ini😭","11","3","2025-01-23T09:59:50.000Z","psy2book","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7072671748463313925","7463048351433655046","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f12c66e1dbb0bea606c7143a56eb753c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=38426f09&x-expires=1756951200&x-signature=36PQzJ4Aeq6MWkfnYqXAzTBcgDQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"you’ve got this, never quitting on your dreams! Do it hard, let God helps for the results 😊","1",,"2025-01-23T10:13:21.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463051904651035412","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Commenting to stay in studytok","2","0","2025-02-23T18:52:35.000Z","groffyblue","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7439348943093695544","7474689360480240392","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e77e76197307ed85b1ac051cd89f254d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d258113&x-expires=1756951200&x-signature=P8kUYE%2BzVu%2BBYKzwaAJSO%2B5pEDc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"semangatt kakkkk 💪💪💪","3","1","2025-01-23T03:03:12.000Z","yellowandblue61","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6904074013438493698","7462941006901691154","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/ed9ef1e81fb598a3d62b36bac9b8f84b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f6d1021d&x-expires=1756951200&x-signature=uajPChSeVL3DQtCN2HC82uSs%2FHY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"semangat yaaa ☺️","0",,"2025-01-23T03:42:35.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7462951194219971335","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kerenn kak, semoga aku bisa berada di posisi ini, aamiinn","1","0","2025-01-27T03:50:30.000Z","flauwwerr","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6841391383677961218","7464437575354204935","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/718a171d30481b6604b5f82451400d1e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5af36d4c&x-expires=1756951200&x-signature=Kn35Wnt125DTpgcGLMo%2B2gcUXr4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pngen bgt yaAllah","2","1","2025-02-10T08:45:24.000Z","blinkinai","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7112062029955548186","7469708751479997192","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ca9d971e4aaca0227f055d89ace85f6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5f7a8641&x-expires=1756951200&x-signature=9Kv2aTcDMKYGidHqDUTJTry71uk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"aamiin","0",,"2025-02-10T10:35:45.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7469737194220913428","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"so inspiring ☹️","1","0","2025-03-22T14:23:57.000Z","bayahiuu","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7472784704908428308","7484639482445120263","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9aadd6607f89f126fd698193e82680de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a1a4a3f8&x-expires=1756951200&x-signature=sgpFsu%2BcIlJUQl%2FQNglxYUVdfnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Masha'Allah All muslims are proud of you keep going sister 🫡","2","0","2025-01-23T19:12:14.000Z","wy0a","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7123491572222804994","7463190680351097607","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/92be35c38bde2777235a89facc0d6bf4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=64e58d5b&x-expires=1756951200&x-signature=GFZQaPVmC21ayvA%2FQoFGsHuIsPA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"<3","1","0","2025-01-25T04:05:46.000Z","tange_erine","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6889358151663174661","7463699215711044357","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/cca433c185f057c39511f41fc7e58f8b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=37630868&x-expires=1756951200&x-signature=Zog8vhZoJlhvuQJHlal518LVmb8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Semoga aku bisa nyusul 🥹✨","1","0","2025-02-26T16:37:44.000Z","zifelafourteen_","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6612497112502845442","7475767874143077128","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/43acef079906ac8c6db6615587b2cdda~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4b3e837e&x-expires=1756951200&x-signature=LY%2FMS%2B6ZeDWcps5duMbbyqDij1g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kenapa baru lalu fyp sekarangg😭","3","4","2025-07-29T16:16:20.000Z","dayzcam","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6809909294017889282","7532538441389966088","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9eb5b8be516b9014795f4999d1272dfb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9632ed7d&x-expires=1756951200&x-signature=IwMmSTXdtjIWu3RLpz4FsN4T2D8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"how about for Australia?","0","0","2025-06-30T00:39:00.000Z","youmeplanet","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7050692940959941638","7521535367712457473","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b419f57ead01ea94e0e27717a588a0a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e6ce4840&x-expires=1756951200&x-signature=R9wQkY0KFrY6iajfzgIvclHpw%2FA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Nice information👍👍👍","2","0","2025-05-12T13:50:38.000Z","irfansyah_rizal","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6960004975380988929","7503556216728896264","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a4cc70776280f319f57510ce57f8f449~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c16aed32&x-expires=1756951200&x-signature=AufiYU%2BFh0zzMvXc6wezO1kGDXk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gimana caranya","0","0","2025-07-18T01:50:33.000Z","vaylana2","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6962799847939376129","7528233333093483285","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/4efb2978768e8240e9368e8a33e557f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a8f98b54&x-expires=1756951200&x-signature=oT%2B5oy8CD08MJDBxKoZ2rEVas8Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalau pernah ketolak visa studentnya bisa ikut ini gaa?","0","0","2025-06-04T12:51:08.000Z","__akusindi","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6910811194971816962","7512075836864021249","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/74c2bb0a24d7ce6434ef599b92ee3086~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7045ccfd&x-expires=1756951200&x-signature=8AJUdl%2B4wOdnUJjIKEqA8cjRz9w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"KAIST minimal ielts nya berapa? kalau nggak fresh graduate bisa nggak apply?","0","0","2025-06-24T18:43:29.000Z","godqhrgody","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6931188455418708994","7519588343383524103","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/4c8d2b3889c6877ee1853169eb4044ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9a96b77a&x-expires=1756951200&x-signature=czENcViajEO9J02nCMcM5Lrmm3Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"buat smt 4 bisa gak kak? trs apa bsa convert sksnya?","0","0","2025-06-01T16:06:05.000Z","nostradamaus","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7230649364744832026","7511012851587498753","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c516cc0bf5f966a8f2542d15e080a15a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e83fc9a5&x-expires=1756951200&x-signature=mV2Mn2uX9fuwJUePmT8GopsceSk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yg canada itu feenya berapa yah?","0","0","2025-06-28T08:23:49.000Z","carl_0311","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7401846840070571013","7520913027848782610","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f7ee1a57886513e5c3e1cc1725888cea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a240516&x-expires=1756951200&x-signature=VSmg2LyW3F55x%2BDufYLbdb599lQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"south
africa pasti tembus","0","0","2025-06-12T11:44:03.000Z","aphinhai","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7246787408908616706","7515027253757084432","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7246801995490754565~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7496f6d5&x-expires=1756951200&x-signature=CLB8%2FijFikHhHX87Fm%2FYkD8GLfk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gimana cara daftarnya kak","1","3","2025-05-10T07:57:10.000Z","xaldzky","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6817221016063640578","7502722970247250696","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/283a2c5d9eca5a040e96f8b8bb17395e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bcec140c&x-expires=1756951200&x-signature=cpaewprUJgs6IxPHzLa7XCfdTP8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
